Filename;SignatureFileVersion;PUID;puidName;LogLines
152579.gif;V1\;Not yet assigned,;not known,;7
152579.gif;V10\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V11\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V12\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V13\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V16\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V17\;;;6
152579.gif;V18\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V19\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V2\;Not yet assigned,;not known,;7
152579.gif;V20\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V21\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V22\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V23\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V24\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V25\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V26\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V28\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V29\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V3\;Not yet assigned,;not known,;7
152579.gif;V31\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V32\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V33\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V34\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V35\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V36\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V37\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V38\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V39\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V4\;Not yet assigned,;not known,;7
152579.gif;V40\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V41\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V42\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V43\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V44\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V45\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V46\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V47\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V48\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V49\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V5\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V50\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V51\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V52\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V55\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V58\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V59\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V6\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V60\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V61\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V62\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V63\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V65\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V66\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V67\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V68\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V69\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V7\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V70\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V72\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V73\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V74\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V75\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V77\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V78\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V79\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V8\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V81\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V82\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V83\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V84\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V85\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V86\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V88\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V9\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V90\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V91\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V92\;fmt/3,;Graphics Interchange Format,;7
152579.gif;V93\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V1\;Not yet assigned,;not known,;7
165940.gif;V10\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V11\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V12\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V13\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V16\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V17\;;;6
165940.gif;V18\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V19\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V2\;Not yet assigned,;not known,;7
165940.gif;V20\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V21\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V22\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V23\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V24\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V25\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V26\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V28\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V29\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V3\;Not yet assigned,;not known,;7
165940.gif;V31\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V32\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V33\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V34\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V35\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V36\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V37\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V38\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V39\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V4\;Not yet assigned,;not known,;7
165940.gif;V40\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V41\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V42\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V43\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V44\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V45\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V46\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V47\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V48\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V49\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V5\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V50\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V51\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V52\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V55\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V58\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V59\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V6\;fmt/3,;Graphics Interchange Format,;7
165940.gif;V60\;fmt/3,;Graphics Interchange Format,;7
